2022-02-25;06:42;283°09’;12:04;+32°10’;17:26;077°06’;
2022-02-26;06:40;282°35’;12:04;+32°32’;17:28;077°41’;
2022-02-27;06:38;282°00’;12:03;+32°55’;17:29;078°15’;
2022-02-28;06:36;281°26’;12:03;+33°18’;17:31;078°50’;
2022-03-01;06:34;280°51’;12:03;+33°40’;17:33;079°25’;
2022-03-02;06:32;280°16’;12:03;+34°03’;17:34;080°00’;
2022-03-03;06:30;279°41’;12:03;+34°26’;17:36;080°36’;
2022-03-04;06:28;279°05’;12:02;+34°49’;17:37;081°11’;
2022-03-05;06:26;278°30’;12:02;+35°13’;17:39;081°47’;
2022-03-06;06:24;277°55’;12:02;+35°36’;17:40;082°22’;
2022-03-07;06:22;277°19’;12:02;+35°59’;17:42;082°58’;
2022-03-08;06:20;276°43’;12:01;+36°23’;17:44;083°33’;
2022-03-09;06:18;276°08’;12:01;+36°46’;17:45;084°09’;
2022-03-10;06:16;275°32’;12:01;+37°09’;17:47;084°45’;
2022-03-11;06:14;274°56’;12:01;+37°33’;17:48;085°21’;
2022-03-12;06:12;274°20’;12:00;+37°57’;17:50;085°57’;
2022-03-13;06:10;273°45’;12:00;+38°20’;17:51;086°33’;
2022-03-14;06:08;273°09’;11:59;+38°44’;17:53;087°09’;
2022-03-15;06:06;272°33’;11:59;+39°08’;17:54;087°45’;
2022-03-16;06:04;271°57’;11:59;+39°31’;17:56;088°21’;
2022-03-17;06:02;271°21’;11:59;+39°55’;17:57;088°57’;
2022-03-18;05:59;270°45’;11:59;+40°19’;17:59;089°33’;
2022-03-19;05:57;270°09’;11:58;+40°42’;18:00;090°09’;
2022-03-20;05:55;269°33’;11:58;+41°06’;18:02;090°45’;
2022-03-21;05:53;268°57’;11:58;+41°30’;18:03;091°21’;
2022-03-22;05:51;268°21’;11:58;+41°54’;18:05;091°57’;
2022-03-23;05:49;267°45’;11:57;+42°17’;18:06;092°33’;
2022-03-24;05:47;267°09’;11:57;+42°41’;18:08;093°09’;
2022-03-25;05:45;266°33’;11:57;+43°04’;18:09;093°45’;
2022-03-26;05:43;265°57’;11:56;+43°28’;18:11;094°21’;
2022-03-27;05:41;265°22’;11:56;+43°51’;18:12;094°57’;
2022-03-28;05:38;264°46’;11:56;+44°15’;18:14;095°33’;
2022-03-29;05:36;264°10’;11:55;+44°38’;18:15;096°09’;
2022-03-30;05:34;263°35’;11:55;+45°02’;18:17;096°44’;
2022-03-31;05:32;262°59’;11:55;+45°25’;18:18;097°20’;
2022-04-01;05:30;262°24’;11:55;+45°48’;18:20;097°55’;
2022-04-02;05:28;261°48’;11:54;+46°11’;18:21;098°30’;
2022-04-03;05:26;261°13’;11:54;+46°34’;18:23;099°06’;
2022-04-04;05:24;260°38’;11:54;+46°57’;18:24;099°41’;
2022-04-05;05:22;260°03’;11:53;+47°20’;18:26;100°16’;
2022-04-06;05:20;259°28’;11:53;+47°43’;18:27;100°51’;
2022-04-07;05:18;258°54’;11:53;+48°05’;18:29;101°25’;
2022-04-08;05:16;258°19’;11:53;+48°28’;18:30;102°00’;
2022-04-09;05:14;257°45’;11:52;+48°50’;18:32;102°34’;
2022-04-10;05:12;257°10’;11:52;+49°12’;18:33;103°09’;
2022-04-11;05:10;256°36’;11:52;+49°34’;18:35;103°43’;
2022-04-12;05:08;256°02’;11:51;+49°56’;18:36;104°17’;
2022-04-13;05:06;255°28’;11:51;+50°18’;18:38;104°51’;
2022-04-14;05:04;254°55’;11:51;+50°40’;18:39;105°24’;
2022-04-15;05:02;254°22’;11:51;+51°01’;18:41;105°57’;
2022-04-16;04:59;253°48’;11:50;+51°23’;18:42;106°31’;
2022-04-17;04:58;253°15’;11:50;+51°44’;18:44;107°04’;
2022-04-18;04:56;252°43’;11:50;+52°05’;18:45;107°36’;
2022-04-19;04:54;252°10’;11:50;+52°25’;18:47;108°09’;
2022-04-20;04:52;251°38’;11:50;+52°46’;18:48;108°41’;
2022-04-21;04:50;251°05’;11:49;+53°06’;18:50;109°13’;
2022-04-22;04:48;250°34’;11:49;+53°27’;18:51;109°45’;
2022-04-23;04:46;250°02’;11:49;+53°47’;18:53;110°16’;
2022-04-24;04:44;249°31’;11:49;+54°07’;18:54;110°48’;
2022-04-25;04:43;248°59’;11:49;+54°26’;18:56;111°19’;
2022-04-26;04:41;248°29’;11:48;+54°46’;18:57;111°50’;
2022-04-27;04:39;247°58’;11:48;+55°05’;18:59;112°20’;
2022-04-28;04:37;247°28’;11:48;+55°24’;19:00;112°50’;
2022-04-29;04:35;246°58’;11:48;+55°42’;19:02;113°20’;
2022-04-30;04:34;246°28’;11:48;+56°01’;19:03;113°49’;
2022-05-01;04:32;245°59’;11:48;+56°19’;19:04;114°19’;
2022-05-02;04:30;245°30’;11:48;+56°37’;19:06;114°47’;
2022-05-03;04:29;245°01’;11:48;+56°55’;19:07;115°16’;
2022-05-04;04:27;244°33’;11:47;+57°12’;19:09;115°44’;
2022-05-05;04:25;244°05’;11:47;+57°29’;19:10;116°12’;
2022-05-06;04:24;243°38’;11:47;+57°46’;19:12;116°39’;
2022-05-07;04:22;243°10’;11:47;+58°03’;19:13;117°06’;
2022-05-08;04:21;242°44’;11:47;+58°19’;19:14;117°33’;
2022-05-09;04:19;242°17’;11:47;+58°35’;19:16;117°59’;
2022-05-10;04:18;241°51’;11:47;+58°51’;19:17;118°25’;
2022-05-11;04:16;241°26’;11:47;+59°07’;19:19;118°50’;
2022-05-12;04:15;241°00’;11:47;+59°22’;19:20;119°15’;
2022-05-13;04:14;240°36’;11:47;+59°37’;19:21;119°40’;
2022-05-14;04:12;240°11’;11:47;+59°51’;19:23;120°04’;
2022-05-15;04:11;239°48’;11:47;+60°05’;19:24;120°27’;
2022-05-16;04:10;239°24’;11:47;+60°19’;19:25;120°50’;
2022-05-17;04:08;239°01’;11:47;+60°33’;19:27;121°13’;
2022-05-18;04:07;238°39’;11:47;+60°46’;19:28;121°35’;
2022-05-19;04:06;238°17’;11:47;+60°59’;19:29;121°56’;
2022-05-20;04:05;237°56’;11:47;+61°12’;19:31;122°18’;
2022-05-21;04:04;237°35’;11:47;+61°24’;19:32;122°38’;
2022-05-22;04:02;237°15’;11:47;+61°36’;19:33;122°58’;
2022-05-23;04:01;236°55’;11:47;+61°47’;19:34;123°18’;
2022-05-24;04:00;236°36’;11:48;+61°59’;19:35;123°36’;
2022-05-25;03:59;236°17’;11:48;+62°09’;19:37;123°55’;
2022-05-26;03:58;235°59’;11:48;+62°20’;19:38;124°13’;
2022-05-27;03:58;235°41’;11:48;+62°30’;19:39;124°30’;
2022-05-28;03:57;235°25’;11:48;+62°40’;19:40;124°46’;
2022-05-29;03:56;235°08’;11:48;+62°49’;19:41;125°02’;
2022-05-30;03:55;234°52’;11:48;+62°58’;19:42;125°18’;
2022-05-31;03:54;234°37’;11:48;+63°07’;19:43;125°32’;
2022-06-01;03:54;234°23’;11:49;+63°15’;19:44;125°46’;
2022-06-02;03:53;234°09’;11:49;+63°23’;19:45;125°59’;
2022-06-03;03:52;233°56’;11:49;+63°30’;19:46;126°12’;
2022-06-04;03:52;233°43’;11:49;+63°38’;19:47;126°25’;
2022-06-05;03:51;233°31’;11:49;+63°44’;19:48;126°36’;
2022-06-06;03:51;233°20’;11:49;+63°50’;19:48;126°47’;
2022-06-07;03:50;233°10’;11:50;+63°56’;19:49;126°57’;
2022-06-08;03:50;232°59’;11:50;+64°02’;19:50;127°06’;
2022-06-09;03:50;232°51’;11:50;+64°07’;19:51;127°15’;
2022-06-10;03:49;232°42’;11:50;+64°12’;19:51;127°23’;
2022-06-11;03:49;232°35’;11:50;+64°16’;19:52;127°30’;
2022-06-12;03:49;232°28’;11:51;+64°20’;19:53;127°37’;
2022-06-13;03:49;232°21’;11:51;+64°23’;19:53;127°43’;
2022-06-14;03:48;232°16’;11:51;+64°26’;19:54;127°48’;
2022-06-15;03:48;232°11’;11:51;+64°29’;19:54;127°52’;
2022-06-16;03:48;232°07’;11:51;+64°31’;19:55;127°56’;
2022-06-17;03:48;232°03’;11:52;+64°33’;19:55;127°59’;
2022-06-18;03:48;232°00’;11:52;+64°34’;19:55;128°01’;
2022-06-19;03:49;231°58’;11:52;+64°35’;19:56;128°03’;
2022-06-20;03:49;231°57’;11:52;+64°36’;19:56;128°03’;
2022-06-21;03:49;231°57’;11:52;+64°36’;19:56;128°03’;
2022-06-22;03:49;231°57’;11:53;+64°36’;19:56;128°03’;
2022-06-23;03:49;231°58’;11:53;+64°35’;19:56;128°01’;
2022-06-24;03:50;231°59’;11:53;+64°34’;19:57;127°59’;
2022-06-25;03:50;232°02’;11:53;+64°33’;19:57;127°56’;
2022-06-26;03:50;232°05’;11:54;+64°31’;19:57;127°53’;
2022-06-27;03:51;232°09’;11:54;+64°28’;19:56;127°48’;
2022-06-28;03:51;232°13’;11:54;+64°26’;19:56;127°43’;
2022-06-29;03:52;232°19’;11:54;+64°22’;19:56;127°38’;
2022-06-30;03:52;232°25’;11:54;+64°19’;19:56;127°31’;
2022-07-01;03:53;232°31’;11:55;+64°15’;19:56;127°24’;
2022-07-02;03:54;232°39’;11:55;+64°11’;19:56;127°16’;
2022-07-03;03:54;232°47’;11:55;+64°06’;19:55;127°07’;
2022-07-04;03:55;232°56’;11:55;+64°01’;19:55;126°58’;
2022-07-05;03:56;233°05’;11:55;+63°55’;19:54;126°48’;
2022-07-06;03:57;233°15’;11:55;+63°49’;19:54;126°38’;
2022-07-07;03:57;233°26’;11:56;+63°43’;19:53;126°26’;
2022-07-08;03:58;233°38’;11:56;+63°36’;19:53;126°14’;
2022-07-09;03:59;233°50’;11:56;+63°29’;19:52;126°02’;
2022-07-10;03:59;234°03’;11:56;+63°22’;19:52;125°49’;
2022-07-11;04:01;234°16’;11:56;+63°14’;19:51;125°35’;
2022-07-12;04:02;234°30’;11:56;+63°05’;19:50;125°20’;
2022-07-13;04:03;234°45’;11:56;+62°57’;19:50;125°05’;
2022-07-14;04:04;235°00’;11:57;+62°48’;19:49;124°49’;
2022-07-15;04:05;235°16’;11:57;+62°38’;19:48;124°33’;
2022-07-16;04:06;235°33’;11:57;+62°29’;19:47;124°16’;
2022-07-17;04:07;235°50’;11:57;+62°19’;19:46;123°59’;
2022-07-18;04:08;236°08’;11:57;+62°08’;19:45;123°41’;
2022-07-19;04:09;236°26’;11:57;+61°57’;19:44;123°22’;
2022-07-20;04:10;236°45’;11:57;+61°46’;19:43;123°03’;
2022-07-21;04:12;237°04’;11:57;+61°35’;19:42;122°43’;
2022-07-22;04:13;237°24’;11:57;+61°23’;19:41;122°23’;
2022-07-23;04:14;237°44’;11:57;+61°11’;19:40;122°02’;
2022-07-24;04:15;238°05’;11:57;+60°58’;19:38;121°41’;
2022-07-25;04:16;238°27’;11:57;+60°45’;19:37;121°19’;
2022-07-26;04:18;238°49’;11:57;+60°32’;19:36;120°57’;
2022-07-27;04:19;239°11’;11:57;+60°19’;19:35;120°34’;
2022-07-28;04:20;239°34’;11:57;+60°05’;19:33;120°11’;
2022-07-29;04:22;239°57’;11:57;+59°51’;19:32;119°48’;
2022-07-30;04:23;240°21’;11:57;+59°36’;19:31;119°24’;
2022-07-31;04:24;240°45’;11:57;+59°21’;19:29;118°59’;
2022-08-01;04:25;241°10’;11:57;+59°06’;19:28;118°34’;
2022-08-02;04:27;241°35’;11:57;+58°51’;19:26;118°09’;
2022-08-03;04:28;242°01’;11:57;+58°35’;19:25;117°43’;
2022-08-04;04:29;242°27’;11:57;+58°20’;19:23;117°17’;
2022-08-05;04:31;242°53’;11:57;+58°03’;19:22;116°50’;
2022-08-06;04:32;243°20’;11:57;+57°47’;19:20;116°24’;
2022-08-07;04:34;243°47’;11:56;+57°30’;19:18;115°56’;
2022-08-08;04:35;244°14’;11:56;+57°13’;19:17;115°29’;
2022-08-09;04:36;244°42’;11:56;+56°56’;19:15;115°01’;
2022-08-10;04:38;245°10’;11:56;+56°39’;19:13;114°33’;
2022-08-11;04:39;245°39’;11:56;+56°21’;19:12;114°04’;
2022-08-12;04:40;246°07’;11:56;+56°03’;19:10;113°35’;
2022-08-13;04:42;246°37’;11:56;+55°45’;19:08;113°06’;
2022-08-14;04:43;247°06’;11:55;+55°26’;19:06;112°36’;
2022-08-15;04:45;247°36’;11:55;+55°08’;19:05;112°07’;
2022-08-16;04:46;248°06’;11:55;+54°49’;19:03;111°36’;
2022-08-17;04:47;248°36’;11:55;+54°30’;19:01;111°06’;
2022-08-18;04:49;249°06’;11:55;+54°10’;18:59;110°35’;
2022-08-19;04:50;249°37’;11:54;+53°51’;18:57;110°04’;
2022-08-20;04:52;250°08’;11:54;+53°31’;18:55;109°33’;
2022-08-21;04:53;250°40’;11:54;+53°11’;18:54;109°02’;
2022-08-22;04:55;251°11’;11:54;+52°51’;18:52;108°30’;
2022-08-23;04:56;251°43’;11:53;+52°31’;18:50;107°58’;
2022-08-24;04:57;252°15’;11:53;+52°10’;18:48;107°26’;
2022-08-25;04:59;252°47’;11:53;+51°50’;18:46;106°54’;
2022-08-26;05:00;253°20’;11:52;+51°29’;18:44;106°22’;
2022-08-27;05:02;253°53’;11:52;+51°08’;18:42;105°49’;
2022-08-28;05:03;254°25’;11:52;+50°47’;18:40;105°16’;
2022-08-29;05:04;254°58’;11:52;+50°25’;18:38;104°43’;
2022-08-30;05:06;255°32’;11:51;+50°04’;18:36;104°10’;
2022-08-31;05:07;256°05’;11:51;+49°42’;18:34;103°36’;
2022-09-01;05:09;256°39’;11:51;+49°21’;18:32;103°03’;
2022-09-02;05:10;257°12’;11:50;+48°59’;18:30;102°29’;
2022-09-03;05:11;257°46’;11:50;+48°37’;18:28;101°55’;
2022-09-04;05:13;258°20’;11:50;+48°15’;18:26;101°21’;
2022-09-05;05:14;258°54’;11:49;+47°52’;18:24;100°47’;
2022-09-06;05:16;259°29’;11:49;+47°30’;18:21;100°13’;
2022-09-07;05:17;260°03’;11:49;+47°08’;18:19;099°38’;
2022-09-08;05:19;260°38’;11:48;+46°45’;18:17;099°04’;
2022-09-09;05:20;261°12’;11:48;+46°23’;18:15;098°29’;
2022-09-10;05:21;261°47’;11:48;+45°59’;18:13;097°54’;
2022-09-11;05:23;262°22’;11:47;+45°37’;18:11;097°20’;
2022-09-12;05:24;262°57’;11:47;+45°14’;18:09;096°45’;
2022-09-13;05:26;263°32’;11:47;+44°51’;18:07;096°10’;
2022-09-14;05:27;264°07’;11:46;+44°28’;18:05;095°35’;
2022-09-15;05:28;264°42’;11:46;+44°05’;18:02;094°59’;
2022-09-16;05:30;265°17’;11:46;+43°42’;18:00;094°24’;
2022-09-17;05:31;265°52’;11:45;+43°19’;17:58;093°49’;
2022-09-18;05:33;266°28’;11:45;+42°56’;17:56;093°14’;
2022-09-19;05:34;267°03’;11:44;+42°33’;17:54;092°39’;
2022-09-20;05:35;267°39’;11:44;+42°09’;17:52;092°03’;
2022-09-21;05:37;268°14’;11:44;+41°46’;17:50;091°28’;
2022-09-22;05:38;268°50’;11:43;+41°23’;17:48;090°52’;
2022-09-23;05:40;269°25’;11:43;+40°59’;17:45;090°17’;
2022-09-24;05:41;270°01’;11:43;+40°36’;17:43;089°42’;
2022-09-25;05:43;270°36’;11:42;+40°13’;17:41;089°06’;
2022-09-26;05:44;271°12’;11:42;+39°49’;17:39;088°31’;
2022-09-27;05:46;271°47’;11:42;+39°26’;17:37;087°55’;
2022-09-28;05:47;272°23’;11:41;+39°03’;17:35;087°20’;
2022-09-29;05:48;272°58’;11:41;+38°39’;17:33;086°44’;
2022-09-30;05:50;273°34’;11:41;+38°16’;17:31;086°09’;
2022-10-01;05:51;274°09’;11:40;+37°53’;17:28;085°34’;
2022-10-02;05:53;274°45’;11:40;+37°29’;17:26;084°58’;
2022-10-03;05:54;275°20’;11:40;+37°06’;17:24;084°23’;
2022-10-04;05:56;275°55’;11:39;+36°43’;17:22;083°48’;
2022-10-05;05:57;276°31’;11:39;+36°20’;17:20;083°13’;
2022-10-06;05:59;277°06’;11:39;+35°57’;17:18;082°38’;
2022-10-07;06:00;277°41’;11:38;+35°34’;17:16;082°03’;
2022-10-08;06:02;278°16’;11:38;+35°11’;17:14;081°28’;
2022-10-09;06:03;278°51’;11:38;+34°48’;17:12;080°53’;
2022-10-10;06:05;279°26’;11:38;+34°26’;17:10;080°18’;
2022-10-11;06:06;280°00’;11:37;+34°03’;17:08;079°44’;
2022-10-12;06:08;280°35’;11:37;+33°40’;17:06;079°09’;
2022-10-13;06:09;281°09’;11:37;+33°18’;17:04;078°35’;
2022-10-14;06:11;281°44’;11:37;+32°56’;17:02;078°01’;
2022-10-15;06:12;282°18’;11:36;+32°33’;16:59;077°27’;
2022-10-16;06:14;282°52’;11:36;+32°11’;16:58;076°53’;
2022-10-17;06:15;283°26’;11:36;+31°49’;16:56;076°19’;
2022-10-18;06:17;283°59’;11:36;+31°28’;16:54;075°45’;
2022-10-19;06:18;284°33’;11:36;+31°06’;16:52;075°12’;
2022-10-20;06:20;285°07’;11:35;+30°44’;16:50;074°39’;
2022-10-21;06:21;285°40’;11:35;+30°23’;16:48;074°06’;
2022-10-22;06:23;286°13’;11:35;+30°02’;16:47;073°33’;
2022-10-23;06:25;286°46’;11:35;+29°41’;16:45;073°00’;
2022-10-24;06:26;287°19’;11:35;+29°20’;16:43;072°28’;
2022-10-25;06:28;287°51’;11:35;+28°59’;16:41;071°55’;
2022-10-26;06:29;288°23’;11:35;+28°38’;16:39;071°23’;
2022-10-27;06:31;288°55’;11:35;+28°18’;16:38;070°52’;
2022-10-28;06:32;289°27’;11:34;+27°58’;16:36;070°20’;
2022-10-29;06:34;289°58’;11:34;+27°38’;16:34;069°49’;
2022-10-30;06:36;290°29’;11:34;+27°18’;16:32;069°18’;
2022-10-31;06:37;291°00’;11:34;+26°59’;16:31;068°47’;
2022-11-01;06:39;291°31’;11:34;+26°39’;16:29;068°17’;
2022-11-02;06:40;292°01’;11:34;+26°20’;16:27;067°47’;
2022-11-03;06:42;292°31’;11:34;+26°02’;16:26;067°17’;
2022-11-04;06:44;293°01’;11:34;+25°43’;16:24;066°48’;
2022-11-05;06:45;293°30’;11:34;+25°25’;16:23;066°19’;
2022-11-06;06:47;293°59’;11:34;+25°07’;16:21;065°50’;
2022-11-07;06:48;294°27’;11:34;+24°49’;16:20;065°22’;
2022-11-08;06:50;294°55’;11:34;+24°31’;16:18;064°54’;
2022-11-09;06:52;295°23’;11:34;+24°14’;16:17;064°26’;
2022-11-10;06:53;295°51’;11:35;+23°57’;16:15;063°59’;
2022-11-11;06:55;296°18’;11:35;+23°41’;16:14;063°32’;
2022-11-12;06:56;296°44’;11:35;+23°24’;16:13;063°06’;
2022-11-13;06:58;297°10’;11:35;+23°08’;16:11;062°40’;
2022-11-14;06:59;297°36’;11:35;+22°53’;16:10;062°14’;
2022-11-15;07:01;298°01’;11:35;+22°37’;16:09;061°49’;
2022-11-16;07:03;298°26’;11:35;+22°22’;16:08;061°25’;
2022-11-17;07:04;298°50’;11:36;+22°07’;16:07;061°01’;
2022-11-18;07:06;299°14’;11:36;+21°53’;16:06;060°37’;
2022-11-19;07:07;299°37’;11:36;+21°39’;16:04;060°14’;
2022-11-20;07:09;299°59’;11:36;+21°25’;16:03;059°52’;
2022-11-21;07:10;300°22’;11:36;+21°12’;16:02;059°30’;
2022-11-22;07:12;300°44’;11:37;+20°59’;16:01;059°08’;
2022-11-23;07:13;301°05’;11:37;+20°46’;16:01;058°48’;
2022-11-24;07:15;301°25’;11:37;+20°34’;15:59;058°27’;
2022-11-25;07:16;301°45’;11:38;+20°22’;15:59;058°08’;
2022-11-26;07:17;302°05’;11:38;+20°11’;15:58;057°49’;
2022-11-27;07:19;302°23’;11:38;+19°59’;15:57;057°30’;
2022-11-28;07:20;302°41’;11:39;+19°49’;15:57;057°12’;
2022-11-29;07:21;302°59’;11:39;+19°39’;15:56;056°55’;
2022-11-30;07:23;303°16’;11:39;+19°29’;15:55;056°39’;
2022-12-01;07:24;303°32’;11:40;+19°20’;15:55;056°23’;
2022-12-02;07:25;303°47’;11:40;+19°10’;15:54;056°08’;
2022-12-03;07:27;304°02’;11:40;+19°02’;15:54;055°53’;
2022-12-04;07:28;304°16’;11:41;+18°54’;15:54;055°39’;
2022-12-05;07:29;304°29’;11:41;+18°46’;15:53;055°26’;
2022-12-06;07:30;304°42’;11:42;+18°39’;15:53;055°14’;
2022-12-07;07:31;304°54’;11:42;+18°32’;15:53;055°02’;
2022-12-08;07:32;305°05’;11:43;+18°25’;15:52;054°52’;
2022-12-09;07:33;305°15’;11:43;+18°19’;15:52;054°42’;
2022-12-10;07:34;305°25’;11:43;+18°14’;15:52;054°32’;
2022-12-11;07:35;305°34’;11:44;+18°09’;15:52;054°24’;
2022-12-12;07:36;305°42’;11:44;+18°04’;15:52;054°16’;
2022-12-13;07:37;305°49’;11:45;+18°00’;15:52;054°09’;
2022-12-14;07:38;305°55’;11:45;+17°56’;15:52;054°02’;
2022-12-15;07:39;306°01’;11:46;+17°53’;15:52;053°57’;
2022-12-16;07:40;306°06’;11:46;+17°50’;15:53;053°52’;
2022-12-17;07:40;306°10’;11:47;+17°48’;15:53;053°49’;
2022-12-18;07:41;306°14’;11:47;+17°46’;15:53;053°45’;
2022-12-19;07:42;306°16’;11:48;+17°45’;15:54;053°43’;
2022-12-20;07:42;306°18’;11:48;+17°44’;15:54;053°42’;
2022-12-21;07:43;306°19’;11:49;+17°43’;15:54;053°41’;
2022-12-22;07:43;306°19’;11:49;+17°43’;15:55;053°41’;
2022-12-23;07:44;306°18’;11:50;+17°44’;15:56;053°42’;
2022-12-24;07:44;306°16’;11:50;+17°45’;15:56;053°44’;
2022-12-25;07:45;306°14’;11:51;+17°46’;15:57;053°47’;
2022-12-26;07:45;306°11’;11:51;+17°48’;15:58;053°50’;
2022-12-27;07:45;306°07’;11:52;+17°51’;15:58;053°55’;
2022-12-28;07:45;306°02’;11:52;+17°54’;15:59;053°59’;
2022-12-29;07:46;305°57’;11:53;+17°57’;15:59;054°06’;
2022-12-30;07:46;305°50’;11:53;+18°01’;16:01;054°12’;
2022-12-31;07:46;305°43’;11:54;+18°05’;16:02;054°20’;
2023-01-01;07:46;305°35’;11:54;+18°10’;16:03;054°28’;
